Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,243.080002,245.750000,237.399994,239.580002,236.609238,25740000
2023-01-04,232.279999,232.869995,225.960007,229.100006,226.259186,50623400
2023-01-05,227.199997,227.550003,221.759995,222.309998,219.553360,39585600
2023-01-06,223.000000,225.759995,219.350006,224.929993,222.140869,43613600
2023-01-09,226.449997,231.240005,226.410004,227.119995,224.303726,27369800
2023-01-10,227.759995,231.309998,227.330002,228.850006,226.012268,27033900
2023-01-11,231.289993,235.949997,231.110001,235.770004,232.846466,28669300
2023-01-12,235.259995,239.899994,233.559998,238.509995,235.552505,27269500
2023-01-13,237.000000,239.369995,234.919998,239.229996,236.263550,21333300
2023-01-17,237.970001,240.910004,237.089996,240.350006,237.369675,29831300
2023-01-18,241.570007,242.380005,235.520004,235.809998,232.885956,30028700
2023-01-19,233.779999,235.520004,230.679993,231.929993,229.054092,28623000
2023-01-20,234.860001,240.740005,234.509995,240.220001,237.241287,35389800
2023-01-23,241.100006,245.169998,239.649994,242.580002,239.571991,31934000
2023-01-24,242.500000,243.949997,240.440002,242.039993,239.038696,40234400
2023-01-25,234.479996,243.300003,230.899994,240.610001,237.626434,66526600
2023-01-26,243.649994,248.309998,242.000000,248.000000,244.924820,33454500
2023-01-27,248.990005,249.830002,246.830002,248.160004,245.082825,26498900
2023-01-30,244.509995,245.600006,242.199997,242.710007,239.700409,25867400
2023-01-31,243.449997,247.949997,242.949997,247.809998,244.737167,26541100
2023-02-01,248.000000,255.179993,245.470001,252.750000,249.615906,31259900
2023-02-02,258.820007,264.690002,257.250000,264.600006,261.319000,39940400
2023-02-03,259.540009,264.200012,257.100006,258.350006,255.146515,29077300
2023-02-06,257.440002,258.299988,254.779999,256.769989,253.586044,22518000
2023-02-07,260.529999,268.769989,260.079987,267.559998,264.242279,50841400
2023-02-08,273.200012,276.760010,266.209991,266.730011,263.422577,54686000
2023-02-09,273.799988,273.980011,262.799988,263.619995,260.351135,42375100
2023-02-10,261.529999,264.089996,260.660004,263.100006,259.837555,25818500
2023-02-13,267.640015,274.600006,267.149994,271.320007,267.955658,44630900
2023-02-14,272.670013,274.970001,269.279999,272.170013,268.795135,37047900
2023-02-15,268.320007,270.730011,266.179993,269.320007,266.646667,28922400
2023-02-16,264.019989,266.739990,261.899994,262.149994,259.547791,29603600
2023-02-17,259.390015,260.089996,256.000000,258.059998,255.498428,30000100
2023-02-21,254.479996,255.490005,251.589996,252.669998,250.161911,28397400
2023-02-22,254.089996,254.339996,250.339996,251.509995,249.013428,22491100
2023-02-23,255.559998,256.839996,250.479996,254.770004,252.241089,29219100
2023-02-24,249.960007,251.000000,248.100006,249.220001,246.746170,24990900
2023-02-27,252.460007,252.820007,249.389999,250.160004,247.676849,21190000
2023-02-28,249.070007,251.490005,248.729996,249.419998,246.944168,22491000
2023-03-01,250.759995,250.929993,245.789993,246.270004,243.825455,27565300
2023-03-02,246.550003,251.399994,245.610001,251.110001,248.617401,24808200
2023-03-03,252.190002,255.619995,251.389999,255.289993,252.755905,30760100
2023-03-06,256.429993,260.119995,255.979996,256.869995,254.320236,24109800
2023-03-07,256.299988,257.690002,253.389999,254.149994,251.627228,21473200
2023-03-08,254.039993,254.539993,250.809998,253.699997,251.181686,17340200
2023-03-09,255.820007,259.559998,251.580002,252.320007,249.815414,26653400
2023-03-10,251.080002,252.789993,247.600006,248.589996,246.122437,28333900
2023-03-13,247.399994,257.910004,245.729996,253.919998,251.399506,33339700
2023-03-14,256.750000,261.070007,255.860001,260.790009,258.201355,33620300
2023-03-15,259.980011,266.480011,259.209991,265.440002,262.805145,46028000
2023-03-16,265.209991,276.559998,263.279999,276.200012,273.458374,54768800
2023-03-17,278.260010,283.329987,276.320007,279.429993,276.656281,69527400
2023-03-20,276.980011,277.480011,269.850006,272.230011,269.527740,43466600
2023-03-21,274.880005,275.000000,269.519989,273.779999,271.062347,34558700
2023-03-22,273.399994,281.040009,272.179993,272.290009,269.587158,34873300
2023-03-23,277.940002,281.059998,275.200012,277.660004,274.903900,36610900
2023-03-24,277.239990,280.630005,275.279999,280.570007,277.784973,28172000
2023-03-27,280.500000,281.459991,275.519989,276.380005,273.636597,26840200
2023-03-28,275.790009,276.140015,272.049988,275.230011,272.498016,21878600
2023-03-29,278.959991,281.140015,278.410004,280.510010,277.725586,25087000
2023-03-30,284.230011,284.459991,281.480011,284.049988,281.230438,25053400
2023-03-31,283.730011,289.269989,283.000000,288.299988,285.438232,32766000
2023-04-03,286.519989,288.269989,283.950012,287.230011,284.378876,24883300
2023-04-04,287.230011,290.450012,285.670013,287.179993,284.329346,25824300
2023-04-05,285.850006,287.149994,282.920013,284.339996,281.517517,22064800
2023-04-06,283.209991,292.079987,282.029999,291.600006,288.705475,29770300
2023-04-10,289.209991,289.600006,284.709991,289.390015,286.517395,23103000
2023-04-11,285.750000,285.980011,281.640015,282.829987,280.022552,27276600
2023-04-12,284.790009,287.010010,281.959991,283.489990,280.676025,27403400
2023-04-13,283.589996,289.899994,283.170013,289.839996,286.962921,24222700
2023-04-14,287.000000,288.480011,283.690002,286.140015,283.299713,20987900
2023-04-17,289.929993,291.600006,286.160004,288.799988,285.933258,23836200
2023-04-18,291.570007,291.760010,287.010010,288.369995,285.507538,20161800
2023-04-19,285.989990,289.049988,284.540009,288.450012,285.586761,17150300
2023-04-20,285.250000,289.029999,285.079987,286.109985,283.269989,23244400
2023-04-21,285.010010,286.269989,283.059998,285.760010,282.923492,21676400
2023-04-24,282.089996,284.950012,278.720001,281.769989,278.973053,26611000
2023-04-25,279.510010,281.600006,275.369995,275.420013,272.686127,45772200
2023-04-26,296.700012,299.570007,292.730011,295.369995,292.438080,64599200
2023-04-27,295.970001,305.200012,295.250000,304.829987,301.804169,46462600
2023-04-28,304.010010,308.929993,303.309998,307.260010,304.210052,36446700
2023-05-01,306.970001,308.600006,305.149994,305.559998,302.526917,21294100
2023-05-02,307.760010,309.179993,303.910004,305.410004,302.378418,26404400
2023-05-03,306.619995,308.609985,304.089996,304.399994,301.378418,22360800
2023-05-04,306.239990,307.760010,303.399994,305.410004,302.378418,22519900
2023-05-05,305.720001,311.970001,304.269989,310.649994,307.566376,28181200
2023-05-08,310.130005,310.200012,306.089996,308.649994,305.586212,21318600
2023-05-09,308.000000,310.040009,306.309998,307.000000,303.952637,21340800
2023-05-10,308.619995,313.000000,307.670013,312.309998,309.209900,30078000
2023-05-11,310.100006,311.119995,306.260010,310.109985,307.031738,31680200
2023-05-12,310.549988,310.649994,306.600006,308.970001,305.903046,19758100
2023-05-15,309.100006,309.899994,307.589996,309.459991,306.388184,16336500
2023-05-16,309.829987,313.709991,309.829987,311.739990,308.645569,26730300
2023-05-17,312.290009,314.429993,310.739990,314.000000,311.562775,24315000
2023-05-18,314.529999,319.040009,313.720001,318.519989,316.047668,27276000
2023-05-19,316.739990,318.750000,316.369995,318.339996,315.869080,27529500
2023-05-22,318.600006,322.589996,318.010010,321.179993,318.686981,24115700
2023-05-23,320.029999,322.720001,315.250000,315.260010,312.812988,30797200
2023-05-24,314.730011,316.500000,312.609985,313.850006,311.413940,23384900
2023-05-25,323.239990,326.899994,320.000000,325.920013,323.390228,43301700
2023-05-26,324.019989,333.399994,323.880005,332.890015,330.306122,36630600
2023-05-30,335.230011,335.739990,330.519989,331.209991,328.639191,29503100
2023-05-31,332.290009,335.940002,327.329987,328.390015,325.841064,45950600
2023-06-01,325.929993,333.529999,324.720001,332.579987,329.998535,26773900
2023-06-02,334.250000,337.500000,332.549988,335.399994,332.796631,25864000
2023-06-05,335.220001,338.559998,334.660004,335.940002,333.332458,21307100
2023-06-06,335.329987,335.369995,332.170013,333.679993,331.089996,20396200
2023-06-07,331.649994,334.489990,322.500000,323.380005,320.869934,40717100
2023-06-08,323.940002,326.640015,323.350006,325.260010,322.735382,23277700
2023-06-09,324.989990,329.989990,324.410004,326.790009,324.253479,22514900
2023-06-12,328.579987,332.100006,325.160004,331.850006,329.274200,24260300
2023-06-13,334.470001,336.980011,330.390015,334.290009,331.695251,22951300
2023-06-14,334.339996,339.040009,332.809998,337.339996,334.721588,26003800
2023-06-15,337.480011,349.839996,337.200012,348.100006,345.398071,38899100
2023-06-16,351.320007,351.470001,341.950012,342.329987,339.672882,46533600
2023-06-20,339.309998,342.079987,335.859985,338.049988,335.426056,26375400
2023-06-21,336.369995,337.730011,332.070007,333.559998,330.970917,25117800
2023-06-22,334.119995,340.119995,333.339996,339.709991,337.073151,23556800
2023-06-23,334.359985,337.959991,333.450012,335.019989,332.419617,23084700
2023-06-26,333.720001,336.109985,328.489990,328.600006,326.049469,21520600
2023-06-27,331.859985,336.149994,329.299988,334.570007,331.973114,24354100
2023-06-28,334.660004,337.980011,333.809998,335.850006,333.243195,20259500
2023-06-29,334.709991,336.109985,332.619995,335.049988,332.449371,16997000
2023-06-30,337.750000,342.730011,337.200012,340.540009,337.896759,26823800
2023-07-03,339.190002,340.899994,336.570007,337.989990,335.366547,12508700
2023-07-05,335.089996,341.649994,334.730011,338.149994,335.525269,18172400
2023-07-06,337.299988,342.989990,335.500000,341.269989,338.621063,28161200
2023-07-07,339.320007,341.790009,337.000000,337.220001,334.602509,21185300
2023-07-10,334.600006,335.230011,327.589996,331.829987,329.254303,32791400
2023-07-11,331.059998,332.859985,327.000000,332.470001,329.889404,26698200
2023-07-12,336.600006,341.649994,335.670013,337.200012,334.582703,29995300
2023-07-13,339.559998,343.739990,339.019989,342.660004,340.000336,20567200
2023-07-14,347.589996,351.429993,344.309998,345.239990,342.560242,28302200
2023-07-17,345.679993,346.989990,342.200012,345.730011,343.046478,20363900
2023-07-18,345.829987,366.779999,342.170013,359.489990,356.699677,64872700
2023-07-19,361.750000,362.459991,352.440002,355.079987,352.323853,39732900
2023-07-20,353.570007,357.970001,345.369995,346.869995,344.177612,33778400
2023-07-21,349.149994,350.299988,339.829987,343.769989,341.101654,69368900
2023-07-24,345.850006,346.920013,342.309998,345.109985,342.431244,26678100
2023-07-25,347.109985,351.890015,345.070007,350.980011,348.255707,41637700
2023-07-26,341.440002,344.670013,333.109985,337.769989,335.148224,58383700
2023-07-27,340.480011,341.329987,329.049988,330.720001,328.152985,39635300
2023-07-28,333.670013,340.010010,333.170013,338.369995,335.743561,28484900
2023-07-31,336.920013,337.700012,333.359985,335.920013,333.312653,25446000
2023-08-01,335.190002,338.540009,333.700012,336.339996,333.729340,18311900
2023-08-02,333.630005,333.630005,326.359985,327.500000,324.957947,27761300
2023-08-03,326.000000,329.880005,325.950012,326.660004,324.124512,18253700
2023-08-04,331.880005,335.140015,327.239990,327.779999,325.235779,23727700
2023-08-07,328.369995,331.109985,327.519989,330.109985,327.547729,17741500
2023-08-08,326.959991,328.750000,323.000000,326.049988,323.519196,22327600
2023-08-09,326.470001,327.109985,321.049988,322.230011,319.728912,22373300
2023-08-10,326.019989,328.260010,321.179993,322.929993,320.423401,20113700
2023-08-11,320.260010,322.410004,319.209991,321.010010,318.518341,24342600
2023-08-14,321.390015,324.059998,320.079987,324.040009,321.524841,18836100
2023-08-15,323.000000,325.089996,320.899994,321.859985,319.361725,16966300
2023-08-16,320.799988,324.420013,319.799988,320.399994,318.586151,20698900
2023-08-17,320.540009,321.869995,316.209991,316.880005,315.086121,21257200
2023-08-18,314.489990,318.380005,311.549988,316.480011,314.688354,24744800
2023-08-21,317.929993,322.769989,317.040009,321.880005,320.057800,24040000
2023-08-22,325.500000,326.079987,321.459991,322.459991,320.634491,16102000
2023-08-23,323.820007,329.200012,323.459991,327.000000,325.148804,21166400
2023-08-24,332.850006,332.980011,319.959991,319.970001,318.158630,23281400
2023-08-25,321.470001,325.359985,318.799988,322.980011,321.151550,21684100
2023-08-28,325.660004,326.149994,321.720001,323.700012,321.867493,14808500
2023-08-29,321.880005,328.980011,321.880005,328.410004,326.550812,19284600
2023-08-30,328.670013,329.809998,326.450012,328.790009,326.928650,15222100
2023-08-31,329.200012,330.910004,326.779999,327.760010,325.904510,26411000
2023-09-01,331.309998,331.989990,326.779999,328.660004,326.799408,14931200
2023-09-05,329.000000,334.850006,328.660004,333.549988,331.661713,18553900
2023-09-06,333.380005,334.459991,330.179993,332.880005,330.995544,17535800
2023-09-07,331.290009,333.079987,329.029999,329.910004,328.042328,18381000
2023-09-08,330.089996,336.160004,329.459991,334.269989,332.377625,19530100
2023-09-11,337.239990,338.420013,335.429993,337.940002,336.026886,16583300
2023-09-12,335.820007,336.790009,331.480011,331.769989,329.891785,17565500
2023-09-13,331.309998,336.850006,331.170013,336.059998,334.157501,16544400
2023-09-14,339.149994,340.859985,336.570007,338.700012,336.782562,20267000
2023-09-15,336.920013,337.399994,329.649994,330.220001,328.350555,37666900
2023-09-18,327.799988,330.399994,326.359985,329.059998,327.197113,16834200
2023-09-19,326.170013,329.390015,324.510010,328.649994,326.789459,16505900
2023-09-20,329.510010,329.589996,320.510010,320.769989,318.954102,21436500
2023-09-21,319.260010,325.350006,315.000000,319.529999,317.721100,35529500
2023-09-22,321.320007,321.450012,316.149994,317.010010,315.215363,21447900
2023-09-25,316.589996,317.670013,315.000000,317.540009,315.742371,17836000
2023-09-26,315.130005,315.880005,310.019989,312.140015,310.372955,26297600
2023-09-27,312.299988,314.299988,309.690002,312.790009,311.019226,19410100
2023-09-28,310.989990,315.480011,309.450012,313.640015,311.864441,19683600
2023-09-29,317.750000,319.470001,314.980011,315.750000,313.962494,24140300
2023-10-02,316.279999,321.890015,315.179993,321.799988,319.978241,20570000
2023-10-03,320.829987,321.390015,311.209991,313.390015,311.615845,21033500
2023-10-04,314.029999,320.040009,314.000000,318.959991,317.154327,20720100
2023-10-05,319.089996,319.980011,314.899994,319.359985,317.552063,16965600
2023-10-06,316.549988,329.190002,316.299988,327.260010,325.407349,25645500
2023-10-09,324.750000,330.299988,323.179993,329.820007,327.952850,19891200
2023-10-10,330.959991,331.100006,327.670013,328.390015,326.530945,20557100
2023-10-11,331.209991,332.820007,329.140015,332.420013,330.538147,20063200
2023-10-12,330.570007,333.630005,328.720001,331.160004,329.285278,19313100
2023-10-13,332.380005,333.829987,326.359985,327.730011,325.874695,21072400
2023-10-16,331.049988,336.140015,330.600006,332.640015,330.756897,22158000
2023-10-17,329.589996,333.459991,327.410004,332.059998,330.180145,18338500
2023-10-18,332.489990,335.589996,328.299988,330.109985,328.241211,23153600
2023-10-19,332.149994,336.880005,330.910004,331.320007,329.444336,25052100
2023-10-20,331.720001,331.920013,325.450012,326.670013,324.820679,25012600
2023-10-23,325.470001,332.730011,324.390015,329.320007,327.455658,24374700
2023-10-24,331.299988,331.839996,327.600006,330.529999,328.658844,31153600
2023-10-25,345.019989,346.200012,337.619995,340.670013,338.741455,55053800
2023-10-26,340.540009,341.630005,326.940002,327.890015,326.033783,37828500
2023-10-27,330.429993,336.720001,328.399994,329.809998,327.942902,29856500
2023-10-30,333.410004,339.450012,331.829987,337.309998,335.400452,22828100
2023-10-31,338.850006,339.000000,334.690002,338.109985,336.195923,20265300
2023-11-01,339.790009,347.420013,339.649994,346.070007,344.110840,28158800
2023-11-02,347.239990,348.829987,344.769989,348.320007,346.348114,24348100
2023-11-03,349.630005,354.390015,347.329987,352.799988,350.802765,23624000
2023-11-06,353.450012,357.540009,353.350006,356.529999,354.511627,23828300
2023-11-07,359.399994,362.459991,357.630005,360.529999,358.489014,25833900
2023-11-08,361.679993,363.869995,360.549988,363.200012,361.143860,26767800
2023-11-09,362.299988,364.790009,360.359985,360.690002,358.648071,24847300
2023-11-10,361.489990,370.100006,361.070007,369.670013,367.577240,28042100
2023-11-13,368.220001,368.470001,365.899994,366.679993,364.604126,19986500
2023-11-14,371.010010,371.950012,367.350006,370.269989,368.173828,27683900
2023-11-15,371.279999,373.130005,367.109985,369.670013,368.323303,26860100
2023-11-16,370.959991,376.350006,370.179993,376.170013,374.799652,27182300
2023-11-17,373.609985,374.369995,367.000000,369.850006,368.502655,40157000
2023-11-20,371.220001,378.869995,371.000000,377.440002,376.065002,52465100
2023-11-21,375.670013,376.220001,371.119995,373.070007,371.710938,28423100
2023-11-22,378.000000,379.790009,374.970001,377.850006,376.473511,23345300
2023-11-24,377.329987,377.970001,375.140015,377.429993,376.054993,10176600
2023-11-27,376.779999,380.640015,376.200012,378.609985,377.230713,22179200
2023-11-28,378.350006,383.000000,378.160004,382.700012,381.305817,20453100
2023-11-29,383.760010,384.299988,377.440002,378.850006,377.469879,28963400
2023-11-30,378.489990,380.089996,375.470001,378.910004,377.529633,30554400
2023-12-01,376.760010,378.160004,371.309998,374.510010,373.145691,33020400
2023-12-04,369.100006,369.519989,362.899994,369.140015,367.795227,32063300
2023-12-05,366.450012,373.079987,365.619995,372.519989,371.162903,23065000
2023-12-06,373.540009,374.179993,368.029999,368.799988,367.456482,21182100
2023-12-07,368.230011,371.450012,366.320007,370.950012,369.598663,23118900
2023-12-08,369.200012,374.459991,368.230011,374.230011,372.866699,20144800
2023-12-11,368.480011,371.600006,366.100006,371.299988,369.947357,27708800
2023-12-12,370.850006,374.420013,370.459991,374.380005,373.016144,24838300
2023-12-13,376.019989,377.640015,370.769989,374.369995,373.006165,30955500
2023-12-14,373.309998,373.760010,364.130005,365.929993,364.596924,43277500
2023-12-15,366.850006,372.399994,366.279999,370.730011,369.379456,78478200
2023-12-18,369.450012,373.000000,368.679993,372.649994,371.292419,21802900
2023-12-19,371.489990,373.260010,369.839996,373.260010,371.900208,20603700
2023-12-20,375.000000,376.029999,370.529999,370.619995,369.269836,26316700
2023-12-21,372.559998,374.410004,370.040009,373.540009,372.179199,17708000
2023-12-22,373.679993,375.179993,372.709991,374.579987,373.215424,17091100
2023-12-26,375.000000,376.940002,373.500000,374.660004,373.295135,12673100
2023-12-27,373.690002,375.059998,372.809998,374.070007,372.707275,14905400
2023-12-28,375.369995,376.459991,374.160004,375.279999,373.912842,14327000
2023-12-29,376.000000,377.160004,373.480011,376.040009,374.670074,18723000
